"address"|"lot_number"|"number_first"|"number_last"|"street_name"|"street_type"|"street_suffix"|"locality_name"|"postcode"|"state_code"
"24 DANDENONG TERRACE"|"30"|"24"|""|"DANDENONG"|"TERRACE"|""|"ROBINA"|"4226"|"QLD"
"2 CUMRUMJA CLOSE"|"2"|"2"|""|"CUMRUMJA"|"CLOSE"|""|"ROCKY POINT"|"4874"|"QLD"
"28 ESMOND STREET"|"5"|"28"|""|"ESMOND"|"STREET"|""|"ROCKVILLE"|"4350"|"QLD"
"30A ESMOND STREET"|"3"|"30A"|""|"ESMOND"|"STREET"|""|"ROCKVILLE"|"4350"|"QLD"
"33 ESMOND STREET"|"2"|"33"|""|"ESMOND"|"STREET"|""|"ROCKVILLE"|"4350"|"QLD"
"46 BOWEN STREET"|"2"|"46"|""|"BOWEN"|"STREET"|""|"ROMA"|"4455"|"QLD"
"6A BOWEN STREET"|"2"|"6A"|""|"BOWEN"|"STREET"|""|"ROMA"|"4455"|"QLD"
"12 DALPURA COURT"|"12"|"12"|""|"DALPURA"|"COURT"|""|"ROCKY POINT"|"4874"|"QLD"
"16 DALPURA COURT"|"16"|"16"|""|"DALPURA"|"COURT"|""|"ROCKY POINT"|"4874"|"QLD"
"2 DALPURA COURT"|"322"|"2"|""|"DALPURA"|"COURT"|""|"ROCKY POINT"|"4874"|"QLD"
"45 DOWNS STREET"|"10"|"45"|""|"DOWNS"|"STREET"|""|"ROMA"|"4455"|"QLD"
"49 DOWNS STREET"|"12"|"49"|""|"DOWNS"|"STREET"|""|"ROMA"|"4455"|"QLD"
"10 DUKE STREET"|"1"|"10"|""|"DUKE"|"STREET"|""|"ROMA"|"4455"|"QLD"
"176 BELLS ROAD"|"40"|"176"|""|"BELLS"|"ROAD"|""|"RODDS BAY"|"4678"|"QLD"
"16 DUKE STREET"|"2"|"16"|""|"DUKE"|"STREET"|""|"ROMA"|"4455"|"QLD"
"172 DUKE STREET"|"1"|"172"|""|"DUKE"|"STREET"|""|"ROMA"|"4455"|"QLD"
"6A BLACKWOOD AVENUE"|""|"6A"|""|"BLACKWOOD"|"AVENUE"|""|"MENTONE"|"3194"|"VIC"
"1 BERTOLI COURT"|""|"1"|""|"BERTOLI"|"COURT"|""|"BOORT"|"3537"|"VIC"
"7 THOMAS STREET"|""|"7"|""|"THOMAS"|"STREET"|""|"MYRTLEFORD"|"3737"|"VIC"
"10 PRYOR STREET"|""|"10"|""|"PRYOR"|"STREET"|""|"MOUNT PLEASANT"|"3350"|"VIC"
"144 GRIFFITH STREET"|"14"|"144"|""|"GRIFFITH"|"STREET"|""|"COOLANGATTA"|"4225"|"QLD"
"146 GRIFFITH STREET"|"15"|"146"|""|"GRIFFITH"|"STREET"|""|"COOLANGATTA"|"4225"|"QLD"
"173 GRIFFITH STREET"|""|"173"|""|"GRIFFITH"|"STREET"|""|"COOLANGATTA"|"4225"|"QLD"
"175 GRIFFITH STREET"|""|"175"|""|"GRIFFITH"|"STREET"|""|"COOLANGATTA"|"4225"|"QLD"
"188 ALPINE TERRACE"|""|"188"|""|"ALPINE"|"TERRACE"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"82 ALPINE TERRACE"|"1"|"82"|""|"ALPINE"|"TERRACE"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"6-8 DUNCAN STREET"|"37"|"6"|"8"|"DUNCAN"|"STREET"|""|"CANUNGRA"|"4275"|"QLD"
"5 AEGEAN WAY"|"9999"|"5"|""|"AEGEAN"|"WAY"|""|"CURRUMBIN WATERS"|"4223"|"QLD"
"24 AINSWORTH LOOP"|""|"24"|""|"AINSWORTH"|"LOOP"|""|"BOORAGOON"|"6154"|"WA"
"10 ELDER PLACE"|""|"10"|""|"ELDER"|"PLACE"|""|"FREMANTLE"|"6160"|"WA"
"7 CURVEN ROAD"|""|"7"|""|"CURVEN"|"ROAD"|""|"HAMILTON HILL"|"6163"|"WA"
"15 CURVEN ROAD"|""|"15"|""|"CURVEN"|"ROAD"|""|"HAMILTON HILL"|"6163"|"WA"
"13 CURVEN ROAD"|""|"13"|""|"CURVEN"|"ROAD"|""|"HAMILTON HILL"|"6163"|"WA"
"8 SCHOFIELD STREET"|""|"8"|""|"SCHOFIELD"|"STREET"|""|"HAMILTON HILL"|"6163"|"WA"
"6 SCHOFIELD STREET"|""|"6"|""|"SCHOFIELD"|"STREET"|""|"HAMILTON HILL"|"6163"|"WA"
"140 SAMSON STREET"|""|"140"|""|"SAMSON"|"STREET"|""|"WHITE GUM VALLEY"|"6162"|"WA"
"4 NEWBOLD STREET"|""|"4"|""|"NEWBOLD"|"STREET"|""|"WHITE GUM VALLEY"|"6162"|"WA"
"91 WATKINS STREET"|""|"91"|""|"WATKINS"|"STREET"|""|"WHITE GUM VALLEY"|"6162"|"WA"
"93 WATKINS STREET"|""|"93"|""|"WATKINS"|"STREET"|""|"WHITE GUM VALLEY"|"6162"|"WA"
"24 REVELEY COURT"|""|"24"|""|"REVELEY"|"COURT"|""|"SAMSON"|"6163"|"WA"
"22 REVELEY COURT"|""|"22"|""|"REVELEY"|"COURT"|""|"SAMSON"|"6163"|"WA"
"146 GERARD STREET"|""|"146"|""|"GERARD"|"STREET"|""|"EAST CANNINGTON"|"6107"|"WA"
"5 SNOW STREET"|""|"5"|""|"SNOW"|"STREET"|""|"WILSON"|"6107"|"WA"
"184 HEALY ROAD"|""|"184"|""|"HEALY"|"ROAD"|""|"HAMILTON HILL"|"6163"|"WA"
"9 SYDNEY STREET"|""|"9"|""|"SYDNEY"|"STREET"|""|"QUEENS PARK"|"6107"|"WA"
"10 WALTON STREET"|""|"10"|""|"WALTON"|"STREET"|""|"QUEENS PARK"|"6107"|"WA"
"123 TREASURE ROAD"|""|"123"|""|"TREASURE"|"ROAD"|""|"QUEENS PARK"|"6107"|"WA"
"18 MARRIOT STREET"|""|"18"|""|"MARRIOT"|"STREET"|""|"CANNINGTON"|"6107"|"WA"
"7 THOMAS STREET"|""|"7"|""|"THOMAS"|"STREET"|""|"EAST CANNINGTON"|"6107"|"WA"
"56 RENOU STREET"|""|"56"|""|"RENOU"|"STREET"|""|"EAST CANNINGTON"|"6107"|"WA"
"6 MONA AVENUE"|""|"6"|""|"MONA"|"AVENUE"|""|"BECKENHAM"|"6107"|"WA"
"29 WILLCOCK STREET"|""|"29"|""|"WILLCOCK"|"STREET"|""|"FERNDALE"|"6148"|"WA"
"15 YARNALL PLACE"|""|"15"|""|"YARNALL"|"PLACE"|""|"FERNDALE"|"6148"|"WA"
"3 YARNALL PLACE"|""|"3"|""|"YARNALL"|"PLACE"|""|"FERNDALE"|"6148"|"WA"
"5 LATHAM ROAD"|""|"5"|""|"LATHAM"|"ROAD"|""|"FERNDALE"|"6148"|"WA"
"6 SAUREL WAY"|""|"6"|""|"SAUREL"|"WAY"|""|"FERNDALE"|"6148"|"WA"
"51 NICHOLAS STREET"|""|"51"|""|"NICHOLAS"|"STREET"|""|"NEWTOWN"|"3220"|"VIC"
"53 NICHOLAS STREET"|""|"53"|""|"NICHOLAS"|"STREET"|""|"NEWTOWN"|"3220"|"VIC"
"55 NICHOLAS STREET"|""|"55"|""|"NICHOLAS"|"STREET"|""|"NEWTOWN"|"3220"|"VIC"
"93 NICHOLAS STREET"|""|"93"|""|"NICHOLAS"|"STREET"|""|"NEWTOWN"|"3220"|"VIC"
"13 NIGHTINGALE AVENUE"|""|"13"|""|"NIGHTINGALE"|"AVENUE"|""|"WEST WODONGA"|"3690"|"VIC"
"47 NIGHTINGALE AVENUE"|""|"47"|""|"NIGHTINGALE"|"AVENUE"|""|"WEST WODONGA"|"3690"|"VIC"
"32A REID STREET"|""|"32A"|""|"REID"|"STREET"|""|"RHYLL"|"3923"|"VIC"
"36 REID STREET"|""|"36"|""|"REID"|"STREET"|""|"RHYLL"|"3923"|"VIC"
"15 RESERVE ROAD"|""|"15"|""|"RESERVE"|"ROAD"|""|"NORTH WARRANDYTE"|"3113"|"VIC"
"209 RETREAT ROAD"|""|"209"|""|"RETREAT"|"ROAD"|""|"SPRING GULLY"|"3550"|"VIC"
"12 BAROOGA DRIVE"|""|"12"|""|"BAROOGA"|"DRIVE"|""|"WONGA PARK"|"3115"|"VIC"
"567 BARRY ROAD"|""|"567"|""|"BARRY"|"ROAD"|""|"WELSHPOOL"|"3966"|"VIC"
"22 SEABROOK WAY"|""|"22"|""|"SEABROOK"|"WAY"|""|"MEDINA"|"6167"|"WA"
"11 MERCHANT STREET"|""|"11"|""|"MERCHANT"|"STREET"|""|"MARGARET RIVER"|"6285"|"WA"
"21B STANSTED CRESCENT"|""|"21B"|""|"STANSTED"|"CRESCENT"|""|"MARANGAROO"|"6064"|"WA"
"9B CHARING CRESCENT"|""|"9B"|""|"CHARING"|"CRESCENT"|""|"MARANGAROO"|"6064"|"WA"
"10B CHURCHILL AVENUE"|""|"10B"|""|"CHURCHILL"|"AVENUE"|""|"MARGARET RIVER"|"6285"|"WA"
"66 BOHEMIA STREET"|""|"66"|""|"BOHEMIA"|"STREET"|""|"MARBLE BAR"|"6760"|"WA"
"71B SOMERVILLE STREET"|""|"71B"|""|"SOMERVILLE"|"STREET"|""|"MANJIMUP"|"6258"|"WA"
"25B EXCELSIOR STREET"|""|"25B"|""|"EXCELSIOR"|"STREET"|""|"MARBLE BAR"|"6760"|"WA"
"17 BELGRADE ROAD"|""|"17"|""|"BELGRADE"|"ROAD"|""|"WANNEROO"|"6065"|"WA"
"23 SUBLIME GLADE"|""|"23"|""|"SUBLIME"|"GLADE"|""|"CARRAMAR"|"6031"|"WA"
"19 BELGRADE ROAD"|""|"19"|""|"BELGRADE"|"ROAD"|""|"WANNEROO"|"6065"|"WA"
"11 CHARING CRESCENT"|""|"11"|""|"CHARING"|"CRESCENT"|""|"MARANGAROO"|"6064"|"WA"
"21 CHARING CRESCENT"|""|"21"|""|"CHARING"|"CRESCENT"|""|"MARANGAROO"|"6064"|"WA"
"3 CAMBRIAN MALL"|""|"3"|""|"CAMBRIAN"|"MALL"|""|"ALEXANDER HEIGHTS"|"6064"|"WA"
"153 KOONDOOLA AVENUE"|""|"153"|""|"KOONDOOLA"|"AVENUE"|""|"KOONDOOLA"|"6064"|"WA"
"25 NORTON COURT"|"80"|"25"|""|"NORTON"|"COURT"|""|"MORANBAH"|"4744"|"QLD"
"19A RONNIE STREET"|"102"|"19A"|""|"RONNIE"|"STREET"|""|"CLEVELAND"|"4163"|"QLD"
"24-26 RONNIE STREET"|"100"|"24"|"26"|"RONNIE"|"STREET"|""|"CLEVELAND"|"4163"|"QLD"
"32 RONNIE STREET"|"11"|"32"|""|"RONNIE"|"STREET"|""|"CLEVELAND"|"4163"|"QLD"
"33 RONNIE STREET"|"20"|"33"|""|"RONNIE"|"STREET"|""|"CLEVELAND"|"4163"|"QLD"
"34 RONNIE STREET"|"10"|"34"|""|"RONNIE"|"STREET"|""|"CLEVELAND"|"4163"|"QLD"
"42 RONNIE STREET"|"6"|"42"|""|"RONNIE"|"STREET"|""|"CLEVELAND"|"4163"|"QLD"
"46 RONNIE STREET"|"4"|"46"|""|"RONNIE"|"STREET"|""|"CLEVELAND"|"4163"|"QLD"
"288 ROPELEY ROCKSIDE ROAD"|"2"|"288"|""|"ROPELEY ROCKSIDE"|"ROAD"|""|"ROPELEY"|"4343"|"QLD"
"LOT 322 ROSE GUM ROAD"|"322"|""|""|"ROSE GUM"|"ROAD"|""|"POMONA"|"4568"|"QLD"
"29 ROSEHILL ROAD"|"1"|"29"|""|"ROSEHILL"|"ROAD"|""|"TINANA"|"4650"|"QLD"
"LOT 2 ROSEHILL ROAD"|"2"|""|""|"ROSEHILL"|"ROAD"|""|"TINANA"|"4650"|"QLD"
"2-18 ROSEMOUNT CLOSE"|"5"|"2"|"18"|"ROSEMOUNT"|"CLOSE"|""|"ROSEMOUNT"|"4560"|"QLD"
"LOT 16 ROSINA COURT"|"16"|""|""|"ROSINA"|"COURT"|""|"DALBY"|"4405"|"QLD"
"21 ROSINA COURT"|"5"|"21"|""|"ROSINA"|"COURT"|""|"DALBY"|"4405"|"QLD"
"30 ROSINA COURT"|"11"|"30"|""|"ROSINA"|"COURT"|""|"DALBY"|"4405"|"QLD"
"31 ROSINA COURT"|"7"|"31"|""|"ROSINA"|"COURT"|""|"DALBY"|"4405"|"QLD"
"LOT 1 ROSS ROAD"|"1"|""|""|"ROSS"|"ROAD"|""|"THINOOMBA"|"4650"|"QLD"
"LOT 51 ROSS ROAD"|"51"|""|""|"ROSS"|"ROAD"|""|"THINOOMBA"|"4650"|"QLD"
"LOT 47 ROUND MOUNTAIN ROAD"|"47"|""|""|"ROUND MOUNTAIN"|"ROAD"|""|"BURRA BURRI"|"4413"|"QLD"
"LOT 34 ROYAL OAK ROAD"|"34"|""|""|"ROYAL OAK"|"ROAD"|""|"PIONEERS REST"|"4650"|"QLD"
"746 RUBYVALE ROAD"|"11"|"746"|""|"RUBYVALE"|"ROAD"|""|"CLERMONT"|"4721"|"QLD"
"10 RUDD STREET"|"8"|"10"|""|"RUDD"|"STREET"|""|"RURAL VIEW"|"4740"|"QLD"
"12 RUDD STREET"|"7"|"12"|""|"RUDD"|"STREET"|""|"RURAL VIEW"|"4740"|"QLD"
"1 RUDD STREET"|"13"|"1"|""|"RUDD"|"STREET"|""|"RURAL VIEW"|"4740"|"QLD"
"3 RUDD STREET"|"14"|"3"|""|"RUDD"|"STREET"|""|"RURAL VIEW"|"4740"|"QLD"
"4 RUDD STREET"|"11"|"4"|""|"RUDD"|"STREET"|""|"RURAL VIEW"|"4740"|"QLD"
"8 RUDD STREET"|"9"|"8"|""|"RUDD"|"STREET"|""|"RURAL VIEW"|"4740"|"QLD"
"LOT 5 RUPERT STREET"|"5"|""|""|"RUPERT"|"STREET"|""|"MORANBAH"|"4744"|"QLD"
"443 RUSSELL ROAD"|"1"|"443"|""|"RUSSELL"|"ROAD"|""|"NORTH JOHNSTONE"|"4885"|"QLD"
"2-10 RUTHERGLEN DRIVE"|"6"|"2"|"10"|"RUTHERGLEN"|"DRIVE"|""|"BUDERIM"|"4556"|"QLD"
"11 DELPHI WAY"|""|"11"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"14 DELPHI WAY"|""|"14"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"15 DELPHI WAY"|""|"15"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"16 DELPHI WAY"|""|"16"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"17 DELPHI WAY"|""|"17"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"19 DELPHI WAY"|""|"19"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"21 DELPHI WAY"|""|"21"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"24 DELPHI WAY"|""|"24"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"28 DELPHI WAY"|""|"28"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"30 DELPHI WAY"|""|"30"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"3 DELPHI WAY"|""|"3"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"4 DELPHI WAY"|""|"4"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"6 DELPHI WAY"|""|"6"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"7 DELPHI WAY"|""|"7"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"8 DELPHI WAY"|""|"8"|""|"DELPHI"|"WAY"|""|"AVELEY"|"6069"|"WA"
"19 DEMPSTER STREET"|""|"19"|""|"DEMPSTER"|"STREET"|""|"PORT HEDLAND"|"6721"|"WA"
"194 DEVLIN ROAD"|""|"194"|""|"DEVLIN"|"ROAD"|""|"WELLESLEY"|"6233"|"WA"
"217 DEVLIN ROAD"|""|"217"|""|"DEVLIN"|"ROAD"|""|"WELLESLEY"|"6233"|"WA"
"11 DIAMANTE PLACE"|""|"11"|""|"DIAMANTE"|"PLACE"|""|"MEADOW SPRINGS"|"6210"|"WA"
"17 DIAMANTE PLACE"|""|"17"|""|"DIAMANTE"|"PLACE"|""|"MEADOW SPRINGS"|"6210"|"WA"
"1 DIAMANTE PLACE"|""|"1"|""|"DIAMANTE"|"PLACE"|""|"MEADOW SPRINGS"|"6210"|"WA"
"5 DIAMANTE PLACE"|""|"5"|""|"DIAMANTE"|"PLACE"|""|"MEADOW SPRINGS"|"6210"|"WA"
"6 DIAMANTE PLACE"|""|"6"|""|"DIAMANTE"|"PLACE"|""|"MEADOW SPRINGS"|"6210"|"WA"
"7 DIAMANTE PLACE"|""|"7"|""|"DIAMANTE"|"PLACE"|""|"MEADOW SPRINGS"|"6210"|"WA"
"9 DIAMANTE PLACE"|""|"9"|""|"DIAMANTE"|"PLACE"|""|"MEADOW SPRINGS"|"6210"|"WA"
"32 DITCHINGHAM PLACE"|""|"32"|""|"DITCHINGHAM"|"PLACE"|""|"AUSTRALIND"|"6233"|"WA"
"162 DIXON AVENUE"|""|"162"|""|"DIXON"|"AVENUE"|""|"WOKALUP"|"6221"|"WA"
"13A DOOLETTE STREET"|""|"13A"|""|"DOOLETTE"|"STREET"|""|"SPEARWOOD"|"6163"|"WA"
"246A DRAKE STREET"|""|"246A"|""|"DRAKE"|"STREET"|""|"MORLEY"|"6062"|"WA"
"118A DRUMMOND STREET"|""|"118A"|""|"DRUMMOND"|"STREET"|""|"BEDFORD"|"6052"|"WA"
"118B DRUMMOND STREET"|""|"118B"|""|"DRUMMOND"|"STREET"|""|"BEDFORD"|"6052"|"WA"
"63A DRUMMOND STREET"|""|"63A"|""|"DRUMMOND"|"STREET"|""|"BEDFORD"|"6052"|"WA"
"14 DARLEY STREET EAST"|""|"14"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"15 DARLEY STREET EAST"|""|"15"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"16 DARLEY STREET EAST"|""|"16"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"17 DARLEY STREET EAST"|""|"17"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"18 DARLEY STREET EAST"|""|"18"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"22 DARLEY STREET EAST"|""|"22"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"22A DARLEY STREET EAST"|""|"22A"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"23B DARLEY STREET EAST"|""|"23B"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"25 DARLEY STREET EAST"|""|"25"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"27 DARLEY STREET EAST"|""|"27"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"29 DARLEY STREET EAST"|""|"29"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"31 DARLEY STREET EAST"|""|"31"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"33 DARLEY STREET EAST"|""|"33"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"4 DARLEY STREET EAST"|""|"4"|""|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"51-53 DARLEY STREET EAST"|""|"51"|"53"|"DARLEY"|"STREET"|"EAST"|"MONA VALE"|"2103"|"NSW"
"1 JONQUIL COURT"|""|"1"|""|"JONQUIL"|"COURT"|""|"DUBBO"|"2830"|"NSW"
"3 JONQUIL COURT"|""|"3"|""|"JONQUIL"|"COURT"|""|"DUBBO"|"2830"|"NSW"
"5 JONQUIL COURT"|""|"5"|""|"JONQUIL"|"COURT"|""|"DUBBO"|"2830"|"NSW"
"6 JUNCTION ROAD"|""|"6"|""|"JUNCTION"|"ROAD"|""|"BAULKHAM HILLS"|"2153"|"NSW"
"68 MIMA STREET"|""|"68"|""|"MIMA"|"STREET"|""|"GLENFIELD PARK"|"2650"|"NSW"
"86 MIMA STREET"|""|"86"|""|"MIMA"|"STREET"|""|"GLENFIELD PARK"|"2650"|"NSW"
"340 QUEGOBLA CREEK ROAD"|""|"340"|""|"QUEGOBLA CREEK"|"ROAD"|""|"GWABEGAR"|"2356"|"NSW"
"47 QUEGOBLA CREEK ROAD"|""|"47"|""|"QUEGOBLA CREEK"|"ROAD"|""|"GWABEGAR"|"2356"|"NSW"
"19 HANSFORD STREET"|""|"19"|""|"HANSFORD"|"STREET"|""|"ORAN PARK"|"2570"|"NSW"
"7 SEABEACH STREET"|""|"7"|""|"SEABEACH"|"STREET"|""|"SANDY BEACH"|"2456"|"NSW"
"120A CHETWYND ROAD"|""|"120A"|""|"CHETWYND"|"ROAD"|""|"MERRYLANDS"|"2160"|"NSW"
"63 MOORE STREET"|""|"63"|""|"MOORE"|"STREET"|""|"OAK FLATS"|"2529"|"NSW"
"17 GREENVIEW DRIVE"|""|"17"|""|"GREENVIEW"|"DRIVE"|""|"MOOREBANK"|"2170"|"NSW"
